,data,label
770,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 071_noise.wav,right
771,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 072.wav,right
772,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 072_noise.wav,right
773,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 073_noise.wav,right
774,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 074.wav,right
775,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 075.wav,right
776,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 076.wav,right
777,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 076_noise.wav,right
778,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 094.wav,right
779,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 094_noise.wav,right
780,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 096.wav,right
781,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 096_noise.wav,right
782,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 097.wav,right
783,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 097_noise.wav,right
784,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 113.wav,right
785,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 113_noise.wav,right
786,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 114.wav,right
787,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 115.wav,right
788,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 116.wav,right
789,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 116_noise.wav,right
790,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 117.wav,right
791,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 117_noise.wav,right
792,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 133.wav,right
793,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 133_noise.wav,right
794,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 134.wav,right
795,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 134_noise.wav,right
796,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 135.wav,right
797,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 136.wav,right
798,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 146.wav,right
799,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 146_noise.wav,right
800,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 147.wav,right
801,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 147_noise.wav,right
802,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 148.wav,right
803,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 148_noise.wav,right
804,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 149.wav,right
805,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 149_noise.wav,right
806,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 150_noise.wav,right
807,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 172.wav,right
808,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 172_noise.wav,right
809,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 173.wav,right
810,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 173_noise.wav,right
811,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 174.wav,right
812,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 175_noise.wav,right
813,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 176_noise.wav,right
814,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 207.wav,right
815,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 207_noise.wav,right
816,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 208_noise.wav,right
817,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 210.wav,right
818,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 210_noise.wav,right
819,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 211.wav,right
820,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 211_noise.wav,right
821,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 212.wav,right
822,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 212_noise.wav,right
823,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 213_noise.wav,right
824,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 214_noise.wav,right
825,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 215.wav,right
826,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 215_noise.wav,right
827,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 216_noise.wav,right
828,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 247.wav,right
829,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 247_noise.wav,right
830,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 248_noise.wav,right
831,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 249_noise.wav,right
832,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 250_noise.wav,right
833,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 251.wav,right
834,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 251_noise.wav,right
835,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 252.wav,right
836,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 252_noise.wav,right
837,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 253.wav,right
838,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 253_noise.wav,right
839,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 254.wav,right
840,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 255_noise.wav,right
841,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 257.wav,right
842,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 257_noise.wav,right
843,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 282.wav,right
844,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 283.wav,right
845,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 283_noise.wav,right
846,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 284.wav,right
847,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 284_noise.wav,right
848,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 285.wav,right
849,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 286.wav,right
850,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 288_noise.wav,right
851,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 289.wav,right
852,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 289_noise.wav,right
853,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 290.wav,right
854,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 290_noise.wav,right
855,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 291.wav,right
856,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 291_noise.wav,right
857,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.52.01.wav,up
858,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.52.01_noise.wav,up
859,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.52.32.wav,up
860,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.52.32_noise.wav,up
861,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.52.47.wav,up
862,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.52.47_noise.wav,up
863,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.52.51_noise.wav,up
864,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.52.59.wav,up
865,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.52.59_noise.wav,up
866,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.03_noise.wav,up
867,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.07.wav,up
868,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.07_noise.wav,up
869,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.10.wav,up
870,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.10_noise.wav,up
871,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.15.wav,up
872,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.15_noise.wav,up
873,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.19.wav,up
874,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.28.wav,up
875,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.33.wav,up
876,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.37_noise.wav,up
877,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.42_noise.wav,up
878,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.45.wav,up
879,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.52_noise.wav,up
880,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.56_noise.wav,up
881,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.54.00.wav,up
882,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.54.00_noise.wav,up
883,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.54.04_noise.wav,up
884,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.54.08.wav,up
885,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.54.08_noise.wav,up
886,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.54.15.wav,up
887,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.54.15_noise.wav,up
888,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.54.19.wav,up
889,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.54.19_noise.wav,up
890,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.40.51.wav,up
891,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.40.51_noise.wav,up
892,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.42.20.wav,up
893,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.42.20_noise.wav,up
894,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.42.25.wav,up
895,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.42.28.wav,up
896,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.42.32.wav,up
897,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.42.32_noise.wav,up
898,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.42.35.wav,up
899,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.42.35_noise.wav,up
900,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.42.38_noise.wav,up
901,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.42.42.wav,up
902,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.42.42_noise.wav,up
903,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.42.53.wav,up
904,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.42.53_noise.wav,up
905,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.42.57_noise.wav,up
906,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.42.59.wav,up
907,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.42.59_noise.wav,up
908,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1_4943117662428333027.wav,up
909,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1_4943117662428333027_noise.wav,up
910,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1_4943117662428333028.wav,up
911,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1_4943117662428333028_noise.wav,up
912,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1_4943117662428333029.wav,up
913,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1_4943117662428333029_noise.wav,up
914,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1_4943117662428333030_noise.wav,up
915,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1_4943117662428333031.wav,up
916,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1_4943117662428333032.wav,up
917,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1_4943117662428333032_noise.wav,up
918,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1_4943117662428333033.wav,up
919,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1_4943117662428333033_noise.wav,up
920,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1_4943117662428333034_noise.wav,up
921,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1_4943117662428333035.wav,up
922,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1_4943117662428333036.wav,up
923,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1_4943117662428333036_noise.wav,up
924,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/AnyConv.com__msg-1583385616-23.wav,up
925,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/AnyConv.com__msg-1583385616-23_noise.wav,up
926,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/AnyConv.com__msg-1583385616-24_noise.wav,up
927,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/AnyConv.com__msg-1583385616-25_noise.wav,up
928,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/AnyConv.com__msg-1583385616-26.wav,up
929,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/AnyConv.com__msg-1583385616-26_noise.wav,up
930,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/AnyConv.com__msg-1583385616-27_noise.wav,up
931,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/AnyConv.com__msg-1583385616-28_noise.wav,up
932,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/AnyConv.com__msg-1583385616-29_noise.wav,up
933,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/AnyConv.com__msg-1583385616-30_noise.wav,up
934,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/AnyConv.com__msg-1583385616-31.wav,up
935,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/AnyConv.com__msg-1583385616-31_noise.wav,up
936,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/AnyConv.com__msg-1583385616-32.wav,up
937,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/extraData.wav,up
938,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/extraData_noise.wav,up
939,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Ghjv.wav,up
940,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Ghjv_noise.wav,up
941,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-10.wav,up
942,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-11.wav,up
943,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-12_noise.wav,up
944,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-13.wav,up
945,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-14.wav,up
946,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-14_noise.wav,up
947,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-17.wav,up
948,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-17_noise.wav,up
949,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-19.wav,up
950,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-21.wav,up
951,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-21_noise.wav,up
952,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-22.wav,up
953,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-22_noise.wav,up
954,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-23.wav,up
955,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-24_noise.wav,up
956,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-25.wav,up
957,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-26.wav,up
958,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-26_noise.wav,up
959,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-28.wav,up
960,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-28_noise.wav,up
961,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-29.wav,up
962,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-29_noise.wav,up
963,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-30_noise.wav,up
964,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-31.wav,up
965,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-31_noise.wav,up
966,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-33.wav,up
967,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-33_noise.wav,up
968,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-35.wav,up
969,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-35_noise.wav,up
970,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-37.wav,up
971,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-37_noise.wav,up
972,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-38_noise.wav,up
973,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-39.wav,up
974,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-39_noise.wav,up
975,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-40.wav,up
976,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-41_noise.wav,up
977,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-42.wav,up
978,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-42_noise.wav,up
979,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-43.wav,up
980,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-43_noise.wav,up
981,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-44.wav,up
982,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-44_noise.wav,up
983,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-46_noise.wav,up
984,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-47.wav,up
985,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-49_noise.wav,up
986,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-50_noise.wav,up
987,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-51.wav,up
988,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-52.wav,up
989,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-52_noise.wav,up
990,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-53.wav,up
991,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-53_noise.wav,up
992,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-55_noise.wav,up
993,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-6.wav,up
994,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-6_noise.wav,up
995,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-7.wav,up
996,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-7_noise.wav,up
997,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-8.wav,up
998,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/msg-1840141157-9_noise.wav,up
999,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/u1.wav,up
1000,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/u10.wav,up
1001,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/u10_noise.wav,up
1002,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/u11_noise.wav,up
1003,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/u12.wav,up
1004,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/u12_noise.wav,up
1005,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/u13.wav,up
1006,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/u2.wav,up
1007,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/u2_noise.wav,up
1008,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/u3.wav,up
1009,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/u3_noise.wav,up
1010,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/u4.wav,up
1011,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/u4_2_noise.wav,up
1012,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/u4_noise.wav,up
1013,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/u5.wav,up
1014,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/u5_noise.wav,up
1015,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/u6.wav,up
1016,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/u6_noise.wav,up
1017,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/u8.wav,up
1018,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/u9.wav,up
1019,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/up1.wav,up
1020,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up10.wav,up
1021,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up10_noise.wav,up
1022,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/up2.wav,up
1023,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/up3.wav,up
1024,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up4.wav,up
1025,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/Up4_noise.wav,up
