,data,label,direction_down,direction_left,direction_right,direction_up
667,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-178.wav,right,0,0,1,0
668,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-178_noise.wav,right,0,0,1,0
669,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-179.wav,right,0,0,1,0
670,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-180.wav,right,0,0,1,0
671,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-180_noise.wav,right,0,0,1,0
672,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-181.wav,right,0,0,1,0
673,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-181_noise.wav,right,0,0,1,0
674,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-182_noise.wav,right,0,0,1,0
675,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-183.wav,right,0,0,1,0
676,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-183_noise.wav,right,0,0,1,0
677,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-184.wav,right,0,0,1,0
678,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-184_noise.wav,right,0,0,1,0
679,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-185.wav,right,0,0,1,0
680,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-185_noise.wav,right,0,0,1,0
681,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-186.wav,right,0,0,1,0
682,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-187.wav,right,0,0,1,0
683,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-188_noise.wav,right,0,0,1,0
684,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-189.wav,right,0,0,1,0
685,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-190.wav,right,0,0,1,0
686,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-190_noise.wav,right,0,0,1,0
687,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-192.wav,right,0,0,1,0
688,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-192_noise.wav,right,0,0,1,0
689,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-194.wav,right,0,0,1,0
690,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-196.wav,right,0,0,1,0
691,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-196_noise.wav,right,0,0,1,0
692,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-197.wav,right,0,0,1,0
693,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-197_noise.wav,right,0,0,1,0
694,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-198.wav,right,0,0,1,0
695,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-199_noise.wav,right,0,0,1,0
696,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-200.wav,right,0,0,1,0
697,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-201.wav,right,0,0,1,0
698,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-201_noise.wav,right,0,0,1,0
699,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-203.wav,right,0,0,1,0
700,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-203_noise.wav,right,0,0,1,0
701,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-204.wav,right,0,0,1,0
702,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-204_noise.wav,right,0,0,1,0
703,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-205_noise.wav,right,0,0,1,0
704,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-206.wav,right,0,0,1,0
705,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-206_noise.wav,right,0,0,1,0
706,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-208.wav,right,0,0,1,0
707,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-208_noise.wav,right,0,0,1,0
708,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-210.wav,right,0,0,1,0
709,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-210_noise.wav,right,0,0,1,0
710,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-212.wav,right,0,0,1,0
711,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-212_noise.wav,right,0,0,1,0
712,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-213_noise.wav,right,0,0,1,0
713,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-214.wav,right,0,0,1,0
714,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-214_noise.wav,right,0,0,1,0
715,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-215.wav,right,0,0,1,0
716,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-216_noise.wav,right,0,0,1,0
717,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-217.wav,right,0,0,1,0
718,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-217_noise.wav,right,0,0,1,0
719,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-218.wav,right,0,0,1,0
720,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-218_noise.wav,right,0,0,1,0
721,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-219.wav,right,0,0,1,0
722,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-219_noise.wav,right,0,0,1,0
723,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-221_noise.wav,right,0,0,1,0
724,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/msg-1840141157-222.wav,right,0,0,1,0
725,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r10.wav,right,0,0,1,0
726,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r11.wav,right,0,0,1,0
727,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r11_noise.wav,right,0,0,1,0
728,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r12_noise.wav,right,0,0,1,0
729,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r13.wav,right,0,0,1,0
730,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r13_noise.wav,right,0,0,1,0
731,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r14.wav,right,0,0,1,0
732,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r16.wav,right,0,0,1,0
733,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r17_noise.wav,right,0,0,1,0
734,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r18.wav,right,0,0,1,0
735,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r18_noise.wav,right,0,0,1,0
736,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r19.wav,right,0,0,1,0
737,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r19_noise.wav,right,0,0,1,0
738,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r20.wav,right,0,0,1,0
739,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r20_noise.wav,right,0,0,1,0
740,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r2_noise.wav,right,0,0,1,0
741,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r3.wav,right,0,0,1,0
742,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r4.wav,right,0,0,1,0
743,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r4_noise.wav,right,0,0,1,0
744,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r5.wav,right,0,0,1,0
745,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r5_noise.wav,right,0,0,1,0
746,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r7.wav,right,0,0,1,0
747,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r7_noise.wav,right,0,0,1,0
748,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r8.wav,right,0,0,1,0
749,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r8_noise.wav,right,0,0,1,0
750,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/r9.wav,right,0,0,1,0
751,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr1.wav,right,0,0,1,0
752,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr10.wav,right,0,0,1,0
753,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr10_noise.wav,right,0,0,1,0
754,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr1_noise.wav,right,0,0,1,0
755,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr2.wav,right,0,0,1,0
756,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr2_noise.wav,right,0,0,1,0
757,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr3.wav,right,0,0,1,0
758,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr4.wav,right,0,0,1,0
759,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr5.wav,right,0,0,1,0
760,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr6.wav,right,0,0,1,0
761,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr7.wav,right,0,0,1,0
762,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr8.wav,right,0,0,1,0
763,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/rr9.wav,right,0,0,1,0
764,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 068.wav,right,0,0,1,0
765,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 069.wav,right,0,0,1,0
766,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 069_noise.wav,right,0,0,1,0
767,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 070.wav,right,0,0,1,0
768,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 070_noise.wav,right,0,0,1,0
769,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 071.wav,right,0,0,1,0
770,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 071_noise.wav,right,0,0,1,0
771,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 072.wav,right,0,0,1,0
772,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 072_noise.wav,right,0,0,1,0
773,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 073_noise.wav,right,0,0,1,0
774,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 074.wav,right,0,0,1,0
775,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 075.wav,right,0,0,1,0
776,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 076.wav,right,0,0,1,0
777,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 076_noise.wav,right,0,0,1,0
778,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 094.wav,right,0,0,1,0
779,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 094_noise.wav,right,0,0,1,0
780,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 096.wav,right,0,0,1,0
781,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 096_noise.wav,right,0,0,1,0
782,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 097.wav,right,0,0,1,0
783,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 097_noise.wav,right,0,0,1,0
784,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 113.wav,right,0,0,1,0
785,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 113_noise.wav,right,0,0,1,0
786,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 114.wav,right,0,0,1,0
787,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 115.wav,right,0,0,1,0
788,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 116.wav,right,0,0,1,0
789,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 116_noise.wav,right,0,0,1,0
790,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 117.wav,right,0,0,1,0
791,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 117_noise.wav,right,0,0,1,0
792,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 133.wav,right,0,0,1,0
793,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 133_noise.wav,right,0,0,1,0
794,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 134.wav,right,0,0,1,0
795,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 134_noise.wav,right,0,0,1,0
796,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 135.wav,right,0,0,1,0
797,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 136.wav,right,0,0,1,0
798,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 146.wav,right,0,0,1,0
799,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 146_noise.wav,right,0,0,1,0
800,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 147.wav,right,0,0,1,0
801,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 147_noise.wav,right,0,0,1,0
802,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 148.wav,right,0,0,1,0
803,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 148_noise.wav,right,0,0,1,0
804,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 149.wav,right,0,0,1,0
805,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 149_noise.wav,right,0,0,1,0
806,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 150_noise.wav,right,0,0,1,0
807,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 172.wav,right,0,0,1,0
808,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 172_noise.wav,right,0,0,1,0
809,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 173.wav,right,0,0,1,0
810,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 173_noise.wav,right,0,0,1,0
811,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 174.wav,right,0,0,1,0
812,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 175_noise.wav,right,0,0,1,0
813,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 176_noise.wav,right,0,0,1,0
814,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 207.wav,right,0,0,1,0
815,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 207_noise.wav,right,0,0,1,0
816,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 208_noise.wav,right,0,0,1,0
817,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 210.wav,right,0,0,1,0
818,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 210_noise.wav,right,0,0,1,0
819,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 211.wav,right,0,0,1,0
820,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 211_noise.wav,right,0,0,1,0
821,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 212.wav,right,0,0,1,0
822,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 212_noise.wav,right,0,0,1,0
823,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 213_noise.wav,right,0,0,1,0
824,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 214_noise.wav,right,0,0,1,0
825,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 215.wav,right,0,0,1,0
826,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 215_noise.wav,right,0,0,1,0
827,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 216_noise.wav,right,0,0,1,0
828,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 247.wav,right,0,0,1,0
829,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 247_noise.wav,right,0,0,1,0
830,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 248_noise.wav,right,0,0,1,0
831,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 249_noise.wav,right,0,0,1,0
832,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 250_noise.wav,right,0,0,1,0
833,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 251.wav,right,0,0,1,0
834,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 251_noise.wav,right,0,0,1,0
835,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 252.wav,right,0,0,1,0
836,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 252_noise.wav,right,0,0,1,0
837,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 253.wav,right,0,0,1,0
838,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 253_noise.wav,right,0,0,1,0
839,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 254.wav,right,0,0,1,0
840,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 255_noise.wav,right,0,0,1,0
841,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 257.wav,right,0,0,1,0
842,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 257_noise.wav,right,0,0,1,0
843,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 282.wav,right,0,0,1,0
844,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 283.wav,right,0,0,1,0
845,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 283_noise.wav,right,0,0,1,0
846,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 284.wav,right,0,0,1,0
847,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 284_noise.wav,right,0,0,1,0
848,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 285.wav,right,0,0,1,0
849,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 286.wav,right,0,0,1,0
850,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 288_noise.wav,right,0,0,1,0
851,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 289.wav,right,0,0,1,0
852,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 289_noise.wav,right,0,0,1,0
853,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 290.wav,right,0,0,1,0
854,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 290_noise.wav,right,0,0,1,0
855,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 291.wav,right,0,0,1,0
856,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/right/Voice 291_noise.wav,right,0,0,1,0
857,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.52.01.wav,up,0,0,0,1
858,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.52.01_noise.wav,up,0,0,0,1
859,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.52.32.wav,up,0,0,0,1
860,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.52.32_noise.wav,up,0,0,0,1
861,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.52.47.wav,up,0,0,0,1
862,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.52.47_noise.wav,up,0,0,0,1
863,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.52.51_noise.wav,up,0,0,0,1
864,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.52.59.wav,up,0,0,0,1
865,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.52.59_noise.wav,up,0,0,0,1
866,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.03_noise.wav,up,0,0,0,1
867,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.07.wav,up,0,0,0,1
868,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.07_noise.wav,up,0,0,0,1
869,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.10.wav,up,0,0,0,1
870,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.10_noise.wav,up,0,0,0,1
871,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.15.wav,up,0,0,0,1
872,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.15_noise.wav,up,0,0,0,1
873,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.19.wav,up,0,0,0,1
874,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.28.wav,up,0,0,0,1
875,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.33.wav,up,0,0,0,1
876,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.37_noise.wav,up,0,0,0,1
877,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.42_noise.wav,up,0,0,0,1
878,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.45.wav,up,0,0,0,1
879,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.52_noise.wav,up,0,0,0,1
880,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.53.56_noise.wav,up,0,0,0,1
881,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.54.00.wav,up,0,0,0,1
882,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.54.00_noise.wav,up,0,0,0,1
883,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.54.04_noise.wav,up,0,0,0,1
884,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.54.08.wav,up,0,0,0,1
885,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.54.08_noise.wav,up,0,0,0,1
886,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.54.15.wav,up,0,0,0,1
887,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.54.15_noise.wav,up,0,0,0,1
888,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.54.19.wav,up,0,0,0,1
889,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 10.54.19_noise.wav,up,0,0,0,1
890,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.40.51.wav,up,0,0,0,1
891,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.40.51_noise.wav,up,0,0,0,1
892,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.42.20.wav,up,0,0,0,1
893,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.42.20_noise.wav,up,0,0,0,1
894,/mnt/g/onlinelessons/Multimedia/HW/project/dataset/final_data/train/up/1402-04-03 11.42.25.wav,up,0,0,0,1
